project_id,mp_constituency,state,work_category,units,unit_type,contractor_id,sanctioned_cost_inr,regional_baseline_cost_inr,recommended_date,sanction_date,start_date,completion_certified_date,fund_release_date,planned_duration_days,latitude,longitude,_ground_truth_is_anomalous,_ground_truth_anomaly_type
MPLAD-00432,Varanasi,Uttar Pradesh,Road Construction,1.62,km,CTR-0205,1450735.63,1377000.0,2022-03-26,2022-04-22,2022-05-31,2022-12-15,2023-01-06,172,26.9105,81.0521,False,
MPLAD-00433,Varanasi,Uttar Pradesh,Drinking Water Supply,0.75,unit,CTR-0206,1705619.46,900000.0,2023-05-11,2023-08-09,2023-08-26,2023-10-14,2023-10-20,45,26.6133,80.4106,True,cost_inflation
MPLAD-00434,Warangal,Telangana,School Building Repair,1.61,unit,CTR-0176,1327030.28,1449000.0,2023-01-31,2023-02-19,2023-02-25,2023-07-10,2023-07-08,118,17.8385,78.6566,False,
MPLAD-00435,Pune,Maharashtra,Street Lighting,2.27,unit,CTR-0032,905041.99,1021500.0,2022-09-24,2022-11-26,2023-01-06,2023-04-11,2023-04-17,78,19.496,73.0957,False,
MPLAD-00436,Pune,Maharashtra,School Building Repair,2.1,unit,CTR-0020,2129668.29,1890000.0,2024-05-24,2024-07-19,2024-08-09,2025-01-04,2025-01-03,154,18.8773,72.4624,False,
MPLAD-00437,Varanasi,Uttar Pradesh,Road Construction,1.16,km,CTR-0209,968422.04,986000.0,2023-02-15,2023-04-21,2023-05-07,2023-09-09,2023-09-10,108,26.4439,81.1687,False,
MPLAD-00438,Warangal,Telangana,Drainage System,1.15,km,CTR-0184,2968546.85,1265000.0,2023-05-29,2023-08-09,2023-08-15,2023-12-25,2023-12-29,105,17.5529,78.0009,True,cost_inflation
MPLAD-00439,Coimbatore,Tamil Nadu,Community Hall,1.48,unit,CTR-0007,3149111.17,3700000.0,2024-10-01,2024-12-16,2025-01-17,2025-10-05,2025-10-04,246,11.0401,77.6033,False,
MPLAD-00440,Warangal,Telangana,School Building Repair,1.33,unit,CTR-0092,1126195.56,1197000.0,2022-07-05,2022-09-04,2022-10-13,2023-02-01,2023-02-17,90,16.9805,78.4596,False,
MPLAD-00441,Kanpur,Uttar Pradesh,Drainage System,0.6,km,CTR-0071,637064.41,660000.0,2024-03-09,2024-04-06,2024-05-21,2024-07-27,2024-08-22,57,26.3849,81.0328,True,contractor_collusion
MPLAD-00442,Nalgonda,Telangana,Community Hall,2.99,unit,CTR-0185,6888552.91,7475000.0,2023-09-23,2023-12-10,2024-01-18,2025-08-25,2025-09-17,455,17.8666,78.0164,False,
MPLAD-00443,Madurai,Tamil Nadu,Drinking Water Supply,0.61,unit,CTR-0185,648153.89,732000.0,2024-12-07,2025-02-18,2025-03-29,2025-05-07,2025-05-16,41,11.02,78.12,True,geo_clustering
MPLAD-00444,Nalgonda,Telangana,Drainage System,2.77,km,CTR-0121,3155203.92,3047000.0,2022-09-25,2022-10-11,2022-10-27,2023-09-02,2023-09-16,269,17.7207,78.0973,False,
MPLAD-00445,Nagpur,Maharashtra,Health Sub-Centre,2.54,unit,CTR-0017,7168078.0,8128000.0,2023-03-28,2023-04-20,2023-05-07,2024-09-30,2024-10-20,479,18.9242,73.3759,False,
MPLAD-00446,Patna Sahib,Bihar,Community Hall,2.91,unit,CTR-0215,6649128.49,7275000.0,2022-12-22,2023-02-17,2023-02-26,2024-03-09,2024-03-13,398,25.8576,84.7681,False,
MPLAD-00447,Jaipur Rural,Rajasthan,Community Hall,2.81,unit,CTR-0063,6057022.92,7025000.0,2024-02-10,2024-03-16,2024-03-22,2024-06-20,2024-06-22,391,26.4063,75.4794,True,ghost_project
MPLAD-00448,Coimbatore,Tamil Nadu,School Building Repair,1.69,unit,CTR-0198,1350751.01,1521000.0,2023-07-09,2023-09-28,2023-10-31,2024-03-04,2024-03-10,118,11.1105,77.6376,False,
MPLAD-00449,Nagpur,Maharashtra,School Building Repair,2.07,unit,CTR-0023,2020935.66,1863000.0,2022-01-10,2022-04-06,2022-04-26,2022-09-24,2022-10-22,155,19.5768,73.0189,False,
MPLAD-00450,Kota,Rajasthan,Street Lighting,1.66,unit,CTR-0057,775340.64,747000.0,2022-04-19,2022-05-28,2022-06-09,2022-08-05,2022-08-30,47,26.8975,75.4598,False,
MPLAD-00451,Pune,Maharashtra,Road Construction,1.21,km,CTR-0094,1008342.94,1028500.0,2024-07-17,2024-08-06,2024-08-17,2024-12-24,2025-01-22,108,18.7759,73.1855,False,
MPLAD-00452,Warangal,Telangana,Road Construction,1.61,km,CTR-0185,1401246.2,1368500.0,2023-10-30,2023-12-13,2023-12-25,2024-05-24,2024-05-25,147,17.1371,78.4126,False,
MPLAD-00453,Warangal,Telangana,Community Hall,0.64,unit,CTR-0125,1569215.23,1600000.0,2024-07-20,2024-08-26,2024-09-24,2024-12-29,2025-01-22,92,17.6198,78.632,False,
MPLAD-00454,Patna Sahib,Bihar,Community Hall,0.58,unit,CTR-0033,1479869.64,1450000.0,2022-08-16,2022-10-29,2022-12-02,2023-03-02,2023-03-18,85,25.62,85.12,True,geo_clustering
MPLAD-00455,Pune,Maharashtra,Health Sub-Centre,2.76,unit,CTR-0157,9038990.58,8832000.0,2023-04-16,2023-05-12,2023-06-12,2025-03-29,2025-04-24,528,19.4622,72.6164,False,
MPLAD-00456,Varanasi,Uttar Pradesh,School Building Repair,2.33,unit,CTR-0004,2245580.12,2097000.0,2023-11-02,2024-01-11,2024-02-22,2024-08-07,2024-08-11,169,27.2138,81.2983,False,
MPLAD-00457,Nalgonda,Telangana,Road Construction,2.33,km,CTR-0121,1983005.13,1980500.0,2024-03-18,2024-06-02,2024-06-13,2025-01-30,2025-02-09,214,16.9831,78.7531,False,
MPLAD-00458,Kanpur,Uttar Pradesh,School Building Repair,1.24,unit,CTR-0071,1165429.94,1116000.0,2024-09-09,2024-11-02,2024-11-17,2025-02-26,2025-02-22,86,26.82,80.92,True,geo_clustering
MPLAD-00459,Madurai,Tamil Nadu,Community Hall,2.07,unit,CTR-0095,5491557.95,5175000.0,2022-05-25,2022-07-28,2022-08-23,2023-06-29,2023-07-12,279,10.9259,77.8698,False,
MPLAD-00460,Nagpur,Maharashtra,Street Lighting,1.02,unit,CTR-0204,484428.4,459000.0,2023-11-19,2023-12-11,2024-01-17,2024-02-26,2024-03-15,32,19.488,72.511,False,
MPLAD-00461,Nalgonda,Telangana,Street Lighting,1.42,unit,CTR-0094,667404.7,639000.0,2023-02-24,2023-03-28,2023-04-23,2023-06-07,2023-06-09,46,17.549,78.7374,False,
MPLAD-00462,Coimbatore,Tamil Nadu,Health Sub-Centre,2.36,unit,CTR-0007,6929950.58,7552000.0,2023-07-02,2023-09-19,2023-10-21,2024-12-24,2024-12-23,426,10.8728,78.0524,False,
MPLAD-00463,Coimbatore,Tamil Nadu,School Building Repair,1.83,unit,CTR-0212,1544357.82,1647000.0,2022-05-15,2022-06-23,2022-07-27,2022-12-12,2023-01-01,148,11.3979,77.8884,False,
MPLAD-00464,Secunderabad,Telangana,Road Construction,2.24,km,CTR-0058,1901902.97,1904000.0,2024-12-02,2024-12-19,2025-01-11,2025-09-16,2025-10-15,233,17.8317,78.4739,False,
MPLAD-00465,Varanasi,Uttar Pradesh,Road Construction,0.66,km,CTR-0049,623572.88,561000.0,2024-11-30,2025-01-26,2025-02-26,2025-05-01,2025-05-16,57,26.7861,81.0659,False,
MPLAD-00466,Jaipur Rural,Rajasthan,Street Lighting,1.26,unit,CTR-0118,504395.42,567000.0,2022-12-18,2023-02-04,2023-02-23,2023-04-09,2023-04-22,42,27.1697,75.3473,False,
MPLAD-00467,Secunderabad,Telangana,School Building Repair,2.28,unit,CTR-0042,1919797.8,2052000.0,2022-11-11,2022-12-16,2023-01-05,2023-07-15,2023-07-30,202,17.4745,78.4409,False,
MPLAD-00468,Kota,Rajasthan,Community Hall,0.59,unit,CTR-0182,1393997.62,1475000.0,2024-02-03,2024-04-15,2024-05-24,2024-09-14,2024-10-13,88,26.7016,76.2204,False,
MPLAD-00469,Madurai,Tamil Nadu,School Building Repair,2.87,unit,CTR-0038,2914510.97,2583000.0,2024-11-05,2025-01-01,2025-01-24,2025-09-02,2025-09-15,203,11.4696,78.3542,False,
MPLAD-00470,Secunderabad,Telangana,Drainage System,2.77,km,CTR-0187,2994078.67,3047000.0,2024-09-07,2024-09-27,2024-10-10,2025-10-03,2025-10-05,306,17.2081,78.4016,False,
MPLAD-00471,Patna Sahib,Bihar,School Building Repair,1.32,unit,CTR-0024,1226545.09,1188000.0,2024-12-14,2025-01-26,2025-02-17,2025-05-19,2025-05-19,94,25.6384,85.0455,False,
MPLAD-00472,Kota,Rajasthan,Road Construction,0.99,km,CTR-0101,795492.96,841500.0,2022-04-25,2022-06-25,2022-07-25,2022-10-25,2022-11-16,96,26.7696,75.6728,False,
MPLAD-00473,Varanasi,Uttar Pradesh,Drinking Water Supply,2.69,unit,CTR-0115,2828630.51,3228000.0,2024-06-28,2024-09-04,2024-10-07,2025-04-07,2025-04-29,180,27.0286,80.8142,False,
MPLAD-00474,Warangal,Telangana,Street Lighting,1.26,unit,CTR-0164,650073.85,567000.0,2023-11-18,2023-12-11,2024-01-22,2024-03-08,2024-03-08,39,16.9066,78.6388,True,contractor_collusion
MPLAD-00475,Coimbatore,Tamil Nadu,School Building Repair,1.0,unit,CTR-0036,989716.61,900000.0,2024-10-01,2024-10-21,2024-11-14,2025-02-13,2025-02-27,74,10.9941,78.3399,False,
MPLAD-00476,Nalgonda,Telangana,Health Sub-Centre,1.16,unit,CTR-0040,10655688.35,3712000.0,2024-08-25,2024-09-24,2024-10-17,2025-06-28,2025-07-24,239,17.8068,78.6448,True,cost_inflation
MPLAD-00477,Warangal,Telangana,School Building Repair,1.95,unit,CTR-0093,3944456.49,1755000.0,2024-09-01,2024-10-01,2024-10-29,2025-05-03,2025-04-29,169,17.7453,78.1628,True,cost_inflation
MPLAD-00478,Secunderabad,Telangana,Drainage System,1.18,km,CTR-0014,1266658.75,1298000.0,2023-12-31,2024-01-21,2024-02-13,2024-07-02,2024-07-01,138,17.4139,78.7664,False,
MPLAD-00479,Nagpur,Maharashtra,Road Construction,0.92,km,CTR-0193,740383.57,782000.0,2023-09-09,2023-10-28,2023-11-25,2024-02-09,2024-02-26,81,19.4233,72.4129,False,
MPLAD-00480,Madurai,Tamil Nadu,Drinking Water Supply,1.53,unit,CTR-0125,2067835.78,1836000.0,2023-03-23,2023-04-26,2023-06-02,2023-08-26,2023-09-02,86,11.2951,78.1587,False,
MPLAD-00481,Bhubaneswar,Odisha,Street Lighting,2.28,unit,CTR-0137,1088257.13,1026000.0,2024-05-04,2024-07-16,2024-07-25,2024-10-05,2024-10-08,77,20.7234,85.7795,False,
MPLAD-00482,Secunderabad,Telangana,Drinking Water Supply,1.81,unit,CTR-0153,2478324.62,2172000.0,2023-09-16,2023-10-04,2023-10-16,2024-01-24,2024-01-28,102,17.588,78.3074,False,
MPLAD-00483,Gaya,Bihar,Road Construction,2.41,km,CTR-0177,4028357.03,2048500.0,2024-09-18,2024-11-27,2024-12-04,2025-06-12,2025-06-09,195,25.8931,85.1135,True,cost_inflation
MPLAD-00484,Nalgonda,Telangana,Drinking Water Supply,1.25,unit,CTR-0017,1279622.58,1500000.0,2022-09-11,2022-10-22,2022-12-03,2023-02-27,2023-03-05,69,17.42,78.52,True,geo_clustering
MPLAD-00485,Varanasi,Uttar Pradesh,Drainage System,1.37,km,CTR-0149,1353537.97,1507000.0,2023-05-11,2023-07-29,2023-09-08,2024-01-18,2024-01-13,143,26.8288,81.1158,False,
MPLAD-00486,Cuttack,Odisha,Community Hall,1.84,unit,CTR-0194,5253540.27,4600000.0,2023-03-15,2023-06-02,2023-07-07,2024-03-30,2024-04-05,256,20.2397,86.2577,False,
MPLAD-00487,Gaya,Bihar,Drinking Water Supply,1.04,unit,CTR-0109,1145996.3,1248000.0,2023-10-06,2023-11-05,2023-12-09,2024-01-31,2024-02-03,57,25.5958,84.9613,False,
MPLAD-00488,Nalgonda,Telangana,Drainage System,1.32,km,CTR-0022,1284608.77,1452000.0,2023-10-01,2023-12-11,2023-12-30,2024-05-23,2024-06-05,130,17.885,78.428,False,
MPLAD-00489,Madurai,Tamil Nadu,Health Sub-Centre,2.85,unit,CTR-0122,8757319.66,9120000.0,2024-10-03,2024-10-31,2024-11-30,2026-04-11,2026-04-11,463,10.6192,77.9948,False,
MPLAD-00490,Coimbatore,Tamil Nadu,Road Construction,0.66,km,CTR-0044,640977.42,561000.0,2024-04-07,2024-05-07,2024-05-26,2024-08-06,2024-09-01,59,10.7785,78.3135,False,
MPLAD-00491,Madurai,Tamil Nadu,Drinking Water Supply,2.5,unit,CTR-0203,3398902.55,3000000.0,2024-04-08,2024-06-24,2024-07-31,2024-12-30,2025-01-23,151,10.608,77.8507,False,
MPLAD-00492,Secunderabad,Telangana,Drainage System,2.34,km,CTR-0058,2829067.29,2574000.0,2022-02-24,2022-04-02,2022-05-01,2022-05-29,2022-06-02,245,17.0527,78.622,True,ghost_project
MPLAD-00493,Jaipur Rural,Rajasthan,Health Sub-Centre,1.67,unit,CTR-0203,12839328.56,5344000.0,2024-10-30,2024-12-17,2025-01-25,2025-12-16,2026-01-14,314,26.9466,76.2526,True,cost_inflation
MPLAD-00494,Gaya,Bihar,Road Construction,1.29,km,CTR-0116,1055820.91,1096500.0,2022-03-09,2022-04-15,2022-05-25,2022-10-11,2022-10-25,120,25.9847,84.7641,False,
MPLAD-00495,Coimbatore,Tamil Nadu,Drinking Water Supply,0.77,unit,CTR-0196,972516.81,924000.0,2024-08-20,2024-11-03,2024-12-13,2025-02-13,2025-03-12,50,10.5557,77.8634,False,
MPLAD-00496,Nagpur,Maharashtra,School Building Repair,1.38,unit,CTR-0174,3785467.02,1242000.0,2022-02-27,2022-05-28,2022-06-04,2022-09-09,2022-09-27,102,18.9489,73.1421,True,cost_inflation
MPLAD-00497,Gaya,Bihar,Drinking Water Supply,1.57,unit,CTR-0025,2162047.61,1884000.0,2022-04-26,2022-06-11,2022-07-01,2022-07-16,2022-07-18,96,25.6925,85.5104,True,ghost_project
MPLAD-00498,Nalgonda,Telangana,Community Hall,1.32,unit,CTR-0138,3261300.29,3300000.0,2024-11-20,2025-01-27,2025-02-18,2025-09-13,2025-10-08,229,17.488,78.9858,False,
MPLAD-00499,Patna Sahib,Bihar,School Building Repair,0.74,unit,CTR-0147,663674.05,666000.0,2023-02-26,2023-04-25,2023-05-31,2023-08-05,2023-08-21,60,25.2666,84.8995,False,
MPLAD-00500,Jaipur Rural,Rajasthan,Community Hall,2.62,unit,CTR-0163,7114248.98,6550000.0,2023-03-15,2023-05-05,2023-05-26,2024-07-14,2024-08-03,452,27.2046,75.9246,False,
MPLAD-00501,Bhubaneswar,Odisha,Drainage System,0.74,km,CTR-0149,774155.85,814000.0,2024-12-23,2025-03-08,2025-04-09,2025-06-14,2025-06-13,68,20.4515,85.6018,False,
MPLAD-00502,Pune,Maharashtra,School Building Repair,1.28,unit,CTR-0139,1122387.01,1152000.0,2024-11-21,2025-02-02,2025-03-14,2025-06-12,2025-06-08,93,19.2278,72.9162,False,
MPLAD-00503,Kanpur,Uttar Pradesh,School Building Repair,2.36,unit,CTR-0211,2103160.57,2124000.0,2024-12-27,2025-03-07,2025-04-17,2025-12-21,2025-12-19,209,26.82,80.92,True,geo_clustering
MPLAD-00504,Coimbatore,Tamil Nadu,Community Hall,2.61,unit,CTR-0077,6349334.46,6525000.0,2022-05-12,2022-06-22,2022-07-23,2023-10-21,2023-11-03,452,11.146,77.8564,False,
MPLAD-00505,Kanpur,Uttar Pradesh,School Building Repair,0.98,unit,CTR-0071,814682.22,882000.0,2024-08-08,2024-10-24,2024-12-03,2025-03-20,2025-04-11,83,26.9469,80.437,True,contractor_collusion
MPLAD-00506,Madurai,Tamil Nadu,Drinking Water Supply,1.19,unit,CTR-0206,1449722.5,1428000.0,2022-03-28,2022-06-13,2022-06-19,2022-07-11,2022-07-13,77,10.8139,77.898,True,ghost_project
MPLAD-00507,Pune,Maharashtra,Drainage System,1.49,km,CTR-0024,1806084.81,1639000.0,2023-04-29,2023-05-28,2023-07-08,2024-01-28,2024-01-30,171,19.122,73.229,False,
MPLAD-00508,Varanasi,Uttar Pradesh,Street Lighting,2.71,unit,CTR-0128,1123675.42,1219500.0,2023-10-04,2023-11-30,2024-01-11,2024-04-09,2024-03-17,75,27.2355,80.618,True,payment_timing
MPLAD-00509,Jaipur Rural,Rajasthan,Drinking Water Supply,1.14,unit,CTR-0105,1404722.98,1368000.0,2024-02-07,2024-03-07,2024-04-01,2024-06-19,2024-07-14,71,27.0827,76.2633,False,
MPLAD-00510,Patna Sahib,Bihar,Community Hall,2.29,unit,CTR-0122,6276945.02,5725000.0,2022-03-13,2022-04-03,2022-04-23,2023-02-27,2023-03-18,310,25.4093,85.5585,False,
MPLAD-00511,Pune,Maharashtra,Health Sub-Centre,1.84,unit,CTR-0032,5422344.98,5888000.0,2022-01-17,2022-03-23,2022-04-13,2023-03-26,2023-04-05,341,18.8974,73.2594,False,
MPLAD-00512,Pune,Maharashtra,School Building Repair,2.7,unit,CTR-0082,2624454.12,2430000.0,2022-03-11,2022-04-30,2022-05-10,2023-01-18,2023-02-13,206,19.0711,72.813,False,
MPLAD-00513,Gaya,Bihar,Drainage System,0.75,km,CTR-0210,1545174.14,825000.0,2022-05-16,2022-07-15,2022-08-15,2022-11-06,2022-12-06,73,25.8378,85.0533,True,cost_inflation
MPLAD-00514,Secunderabad,Telangana,Drainage System,2.1,km,CTR-0203,1965631.53,2310000.0,2023-09-18,2023-11-12,2023-12-23,2024-06-27,2024-07-02,201,17.1496,78.7136,False,
MPLAD-00515,Madurai,Tamil Nadu,Drainage System,2.62,km,CTR-0034,3042602.37,2882000.0,2023-10-17,2023-12-28,2024-02-01,2025-02-07,2025-02-10,298,10.7607,78.2875,False,
MPLAD-00516,Varanasi,Uttar Pradesh,Health Sub-Centre,0.71,unit,CTR-0051,2181755.86,2272000.0,2024-02-12,2024-05-10,2024-05-29,2024-09-23,2024-09-19,129,27.2231,81.0471,False,
MPLAD-00517,Jaipur Rural,Rajasthan,Road Construction,1.15,km,CTR-0051,2479108.89,977500.0,2024-05-28,2024-07-15,2024-07-29,2024-10-24,2024-11-11,94,26.5701,75.8672,True,cost_inflation
MPLAD-00518,Cuttack,Odisha,Health Sub-Centre,2.57,unit,CTR-0117,8209564.49,8224000.0,2023-02-21,2023-04-01,2023-04-23,2024-07-18,2024-08-13,446,20.1821,85.7313,False,
MPLAD-00519,Bhubaneswar,Odisha,Community Hall,2.32,unit,CTR-0073,5259491.92,5800000.0,2022-10-26,2022-11-13,2022-12-06,2024-02-07,2024-02-17,332,20.4177,86.2073,False,
MPLAD-00520,Pune,Maharashtra,Drainage System,0.71,km,CTR-0118,2423826.04,781000.0,2024-03-25,2024-05-06,2024-06-04,2024-09-09,2024-09-20,82,18.6731,72.957,True,cost_inflation
MPLAD-00521,Cuttack,Odisha,School Building Repair,2.99,unit,CTR-0091,3045664.6,2691000.0,2022-04-04,2022-04-19,2022-05-10,2023-02-27,2023-03-18,266,20.1025,85.6947,False,
MPLAD-00522,Nalgonda,Telangana,Street Lighting,0.95,unit,CTR-0149,385160.38,427500.0,2023-11-26,2024-02-08,2024-02-21,2024-03-19,2024-04-16,29,17.3329,78.2604,False,
MPLAD-00523,Jaipur Rural,Rajasthan,Community Hall,1.2,unit,CTR-0214,2874532.99,3000000.0,2023-06-24,2023-08-11,2023-09-18,2024-03-25,2024-03-30,185,26.7155,76.2946,False,
MPLAD-00524,Kota,Rajasthan,Community Hall,2.81,unit,CTR-0219,7312994.5,7025000.0,2023-01-22,2023-02-25,2023-03-05,2024-05-08,2024-05-05,434,26.8702,75.4636,False,
MPLAD-00525,Cuttack,Odisha,Road Construction,0.6,km,CTR-0127,488047.58,510000.0,2024-09-20,2024-12-02,2025-01-07,2025-03-04,2025-03-08,60,19.9237,85.3936,False,
MPLAD-00526,Bhubaneswar,Odisha,Community Hall,2.37,unit,CTR-0044,6498371.3,5925000.0,2023-03-11,2023-06-08,2023-06-13,2024-08-06,2024-08-12,379,20.2164,85.3768,False,
MPLAD-00527,Warangal,Telangana,Drainage System,1.21,km,CTR-0007,1523196.86,1331000.0,2024-02-05,2024-05-05,2024-05-16,2024-10-02,2024-10-06,113,16.9289,78.4602,False,
MPLAD-00528,Jaipur Rural,Rajasthan,School Building Repair,2.89,unit,CTR-0161,2674507.58,2601000.0,2022-03-31,2022-06-11,2022-07-06,2023-03-11,2023-03-14,194,26.6114,75.3487,False,
MPLAD-00529,Madurai,Tamil Nadu,Drinking Water Supply,2.36,unit,CTR-0015,2872063.93,2832000.0,2022-07-09,2022-09-13,2022-10-04,2023-02-28,2023-03-20,152,10.5892,78.4523,False,
MPLAD-00530,Gaya,Bihar,Health Sub-Centre,2.12,unit,CTR-0073,7708860.93,6784000.0,2023-09-04,2023-11-20,2023-12-22,2025-02-23,2025-03-09,360,26.0037,85.2035,False,
MPLAD-00531,Bhubaneswar,Odisha,Road Construction,1.78,km,CTR-0095,1508289.9,1513000.0,2024-09-02,2024-10-21,2024-12-01,2025-07-01,2025-07-01,186,20.5565,86.111,False,
MPLAD-00532,Pune,Maharashtra,School Building Repair,0.73,unit,CTR-0110,659629.6,657000.0,2023-04-05,2023-05-09,2023-06-14,2023-06-30,2023-07-02,64,18.684,72.8682,True,ghost_project
MPLAD-00533,Secunderabad,Telangana,Community Hall,2.6,unit,CTR-0077,6545029.51,6500000.0,2022-04-08,2022-07-02,2022-07-11,2022-10-08,2022-10-12,385,17.0076,78.4249,True,ghost_project
MPLAD-00534,Varanasi,Uttar Pradesh,Health Sub-Centre,1.14,unit,CTR-0091,3190288.61,3648000.0,2022-08-22,2022-11-04,2022-11-20,2023-08-08,2023-08-28,215,26.3453,80.8163,False,
MPLAD-00535,Nagpur,Maharashtra,Drinking Water Supply,1.64,unit,CTR-0186,2068521.43,1968000.0,2023-06-27,2023-08-24,2023-09-09,2023-12-22,2023-12-22,106,19.347,73.0041,False,
MPLAD-00536,Gaya,Bihar,Road Construction,0.54,km,CTR-0137,444532.39,459000.0,2024-09-04,2024-11-16,2024-12-16,2025-02-07,2025-03-05,43,25.4028,85.4131,False,
MPLAD-00537,Pune,Maharashtra,Drainage System,2.19,km,CTR-0177,5958815.85,2409000.0,2022-10-04,2022-10-20,2022-11-06,2023-05-15,2023-05-11,202,19.296,72.5882,True,cost_inflation
MPLAD-00538,Pune,Maharashtra,Community Hall,1.59,unit,CTR-0062,4125325.54,3975000.0,2023-01-26,2023-02-21,2023-03-17,2024-02-06,2024-02-10,270,19.074,72.4218,False,
MPLAD-00539,Coimbatore,Tamil Nadu,Community Hall,1.68,unit,CTR-0125,4653343.52,4200000.0,2023-02-17,2023-04-10,2023-05-21,2024-04-18,2024-05-08,271,10.5509,77.6079,False,
MPLAD-00540,Gaya,Bihar,Drainage System,2.62,km,CTR-0107,3086977.91,2882000.0,2023-08-19,2023-09-07,2023-10-13,2024-08-06,2024-09-02,282,25.691,85.2115,False,
MPLAD-00541,Bhubaneswar,Odisha,Health Sub-Centre,1.08,unit,CTR-0125,3000538.61,3456000.0,2023-10-09,2024-01-02,2024-01-11,2024-07-05,2024-07-26,175,20.6891,85.4169,False,
MPLAD-00542,Patna Sahib,Bihar,Drainage System,2.24,km,CTR-0115,2109780.48,2464000.0,2023-01-29,2023-04-14,2023-05-11,2024-01-02,2024-01-29,220,25.3197,85.5091,False,
MPLAD-00543,Bhubaneswar,Odisha,Street Lighting,2.29,unit,CTR-0216,1020751.66,1030500.0,2024-03-10,2024-05-17,2024-06-14,2024-09-18,2024-09-23,79,20.4218,85.5825,False,
MPLAD-00544,Jaipur Rural,Rajasthan,Drainage System,0.93,km,CTR-0034,917522.8,1023000.0,2024-05-01,2024-07-18,2024-08-11,2024-11-15,2024-12-15,97,26.447,75.3181,False,
MPLAD-00545,Pune,Maharashtra,Drinking Water Supply,0.94,unit,CTR-0041,1249641.83,1128000.0,2022-05-11,2022-07-08,2022-08-09,2022-10-02,2022-10-11,58,18.7207,72.6241,False,
MPLAD-00546,Madurai,Tamil Nadu,Drinking Water Supply,2.42,unit,CTR-0091,3139306.67,2904000.0,2022-11-06,2023-01-25,2023-03-09,2023-09-04,2023-09-02,154,11.4266,78.0378,False,
MPLAD-00547,Madurai,Tamil Nadu,Health Sub-Centre,2.94,unit,CTR-0029,10202935.72,9408000.0,2022-07-28,2022-10-22,2022-10-29,2024-07-20,2024-07-25,572,11.1299,78.4709,False,
MPLAD-00548,Coimbatore,Tamil Nadu,Community Hall,1.6,unit,CTR-0007,4007075.94,4000000.0,2022-07-23,2022-08-26,2022-09-23,2023-06-27,2023-06-30,268,10.623,77.8019,False,
MPLAD-00549,Kanpur,Uttar Pradesh,Road Construction,1.35,km,CTR-0122,1149229.07,1147500.0,2024-02-02,2024-04-10,2024-05-08,2024-09-12,2024-09-22,111,26.4516,81.1535,False,
MPLAD-00550,Secunderabad,Telangana,Community Hall,2.8,unit,CTR-0106,7835937.04,7000000.0,2024-11-23,2025-01-23,2025-01-29,2025-04-22,2025-04-25,497,17.6176,78.5173,True,ghost_project
MPLAD-00551,Secunderabad,Telangana,Health Sub-Centre,2.4,unit,CTR-0101,8049045.9,7680000.0,2022-04-29,2022-07-19,2022-08-11,2023-12-26,2024-01-25,471,17.7735,78.7216,False,
MPLAD-00552,Nalgonda,Telangana,Drinking Water Supply,1.2,unit,CTR-0212,1452006.03,1440000.0,2024-04-07,2024-06-18,2024-07-06,2024-10-19,2024-11-11,84,17.5975,78.8877,False,
MPLAD-00553,Madurai,Tamil Nadu,School Building Repair,2.7,unit,CTR-0051,2126940.79,2430000.0,2024-03-09,2024-04-09,2024-05-17,2025-02-18,2025-03-03,214,10.7137,78.1117,False,
MPLAD-00554,Madurai,Tamil Nadu,Drinking Water Supply,0.9,unit,CTR-0163,927036.76,1080000.0,2023-06-14,2023-07-29,2023-08-22,2023-11-02,2023-11-29,61,10.6104,77.6599,False,
MPLAD-00555,Kota,Rajasthan,Drainage System,0.81,km,CTR-0091,959578.47,891000.0,2024-07-08,2024-08-30,2024-10-10,2025-01-31,2025-02-24,95,26.739,75.5361,False,
MPLAD-00556,Nagpur,Maharashtra,Street Lighting,2.74,unit,CTR-0183,1280252.64,1233000.0,2023-04-24,2023-06-22,2023-07-16,2023-10-11,2023-10-14,86,19.3144,72.9197,False,
MPLAD-00557,Kota,Rajasthan,Drinking Water Supply,0.98,unit,CTR-0150,1274272.27,1176000.0,2022-10-28,2023-01-05,2023-02-05,2023-04-01,2023-03-30,60,26.8249,75.4301,False,
MPLAD-00558,Patna Sahib,Bihar,Road Construction,1.82,km,CTR-0174,1587951.93,1547000.0,2024-03-19,2024-05-06,2024-06-17,2024-12-23,2025-01-14,172,26.0965,85.289,False,
MPLAD-00559,Gaya,Bihar,Drainage System,0.91,km,CTR-0211,2021595.15,1001000.0,2024-07-26,2024-08-26,2024-10-02,2025-01-28,2025-01-30,95,25.7945,85.0554,True,cost_inflation
MPLAD-00560,Patna Sahib,Bihar,Street Lighting,2.0,unit,CTR-0031,875327.36,900000.0,2023-08-17,2023-09-06,2023-10-14,2023-12-06,2023-12-24,56,25.4049,84.9745,False,
MPLAD-00561,Madurai,Tamil Nadu,Road Construction,0.86,km,CTR-0037,750654.6,731000.0,2023-09-17,2023-11-07,2023-11-25,2023-12-02,2023-12-05,70,10.5021,78.1475,True,ghost_project
MPLAD-00562,Varanasi,Uttar Pradesh,Street Lighting,1.63,unit,CTR-0145,697813.01,733500.0,2022-09-29,2022-10-31,2022-12-07,2023-01-31,2023-02-23,48,26.9672,80.549,False,
